"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0X310","2020-05-05 20:00:00","9.000","189.000","1.300","27.200","0.800","1009.800","","0.000","-99.000","-99.000","-99.000","29.800","","26.100",""
"C0U900","2020-05-05 21:00:00","63.000","309.000","0.800","25.300","0.990","1001.600","","0.000","-99.000","-99.000","-99.000","29.200","","22.500",""
"C0Z230","2020-05-05 21:00:00","31.000","250.000","1.600","27.300","0.740","1005.400","","0.000","-99.000","-99.000","-99.000","28.900","","24.800",""
"C0F9O0","2020-05-05 21:00:00","175.000","268.000","0.300","29.500","0.690","989.600","","0.000","-99.000","-99.000","-99.000","34.500","","26.700",""
"C0R770","2020-05-05 21:00:00","93.000","241.000","5.700","26.400","0.870","999.500","","0.000","-99.000","-99.000","-99.000","29.500","","20.900",""
"C0C540","2020-05-05 21:00:00","46.000","283.000","0.300","27.800","0.810","1001.500","","0.000","-99.000","-99.000","-99.000","32.300","","24.500",""
"C0G770","2020-05-05 21:00:00","15.000","189.000","1.600","27.400","0.800","1007.600","","0.000","-99.000","-99.000","-99.000","32.100","","25.900",""
"C0V670","2020-05-05 21:00:00","20.000","260.000","1.100","27.900","0.820","1008.100","","0.000","-99.000","-99.000","-99.000","30.400","","26.400",""
"C0A870","2020-05-05 21:00:00","685.000","354.000","2.800","23.000","0.960","930.100","","0.000","-99.000","-99.000","-99.000","27.900","","21.700",""
"C0R220","2020-05-05 21:00:00","23.000","318.000","1.200","28.100","0.900","1007.900","","0.000","-99.000","-99.000","-99.000","31.400","","24.500",""
"C0Z220","2020-05-05 21:00:00","589.000","286.000","1.100","23.200","0.990","944.900","","0.000","-99.000","-99.000","-99.000","28.600","","20.300",""
"C0D560","2020-05-05 21:00:00","147.000","202.000","1.700","29.500","0.630","989.900","","0.000","-99.000","-99.000","-99.000","33.500","","23.700",""
"C0I380","2020-05-05 21:00:00","258.000","0.000","0.000","26.600","0.860","980.300","","0.000","-99.000","-99.000","-99.000","33.600","","23.500",""
"C0Z020","2020-05-05 21:00:00","211.000","26.000","3.200","25.200","0.970","983.800","","0.000","-99.000","-99.000","-99.000","33.000","","20.100",""
"C0Z190","2020-05-05 21:00:00","62.000","295.000","1.000","25.500","0.990","1001.200","","0.000","-99.000","-99.000","-99.000","28.700","","25.400",""
"C0C710","2020-05-05 21:00:00","143.000","235.000","0.900","25.400","0.990","990.800","","0.000","-99.000","-99.000","-99.000","31.700","","22.300",""
"C0D360","2020-05-05 21:00:00","523.000","0.000","0.000","23.000","0.940","947.700","","0.000","-99.000","-99.000","-99.000","29.600","","19.200",""
"C0C680","2020-05-05 21:00:00","228.000","90.000","0.800","26.100","0.820","979.800","","0.000","-99.000","-99.000","-99.000","30.900","","24.000",""
"C0X140","2020-05-05 21:00:00","17.000","210.000","0.600","27.800","0.830","1008.300","","0.000","-99.000","-99.000","-99.000","31.500","","25.600",""
"C0V710","2020-05-05 21:00:00","34.000","320.000","1.300","28.300","0.720","1006.500","","0.000","-99.000","-99.000","-99.000","30.500","","26.200",""
"C0G840","2020-05-05 21:00:00","32.000","0.000","0.100","26.700","0.790","1005.100","","0.000","-99.000","-99.000","-99.000","34.500","","25.000",""
"C0S890","2020-05-05 21:00:00","238.000","359.000","1.700","26.100","0.840","984.600","","0.000","-99.000","-99.000","-99.000","33.500","","20.700",""
"C0T820","2020-05-05 21:00:00","550.000","276.000","0.300","22.000","0.900","951.500","","0.000","-99.000","-99.000","-99.000","30.900","","18.000",""
"C0F9I0","2020-05-05 21:00:00","194.000","196.000","3.300","27.400","0.740","987.200","","0.000","-99.000","-99.000","-99.000","32.300","","24.600",""
"C0C650","2020-05-05 21:00:00","208.000","0.000","0.200","26.600","0.820","983.200","","0.000","-99.000","-99.000","-99.000","30.700","","22.900",""
"C0R600","2020-05-05 21:00:00","766.000","9.000","3.200","25.700","0.650","926.700","","0.000","-99.000","-99.000","-99.000","27.900","","22.300",""
"C0Z320","2020-05-05 21:00:00","646.000","268.000","0.400","21.500","0.990","938.100","","0.000","-99.000","-99.000","-99.000","32.200","","17.500",""
"C0V210","2020-05-05 21:00:00","734.000","0.000","0.100","23.900","0.760","931.900","","0.000","-99.000","-99.000","-99.000","32.800","","18.400",""
"C0K240","2020-05-05 21:00:00","1132.000","124.000","5.400","23.400","0.710","891.300","","0.000","-99.000","-99.000","-99.000","29.000","","18.200",""
"C0M520","2020-05-05 21:00:00","15.000","193.000","1.600","26.700","0.810","1008.000","","0.000","-99.000","-99.000","-99.000","32.100","","23.700",""
"C0E820","2020-05-05 21:00:00","220.000","208.000","4.800","28.500","0.670","982.500","","0.000","-99.000","-99.000","-99.000","34.300","","21.300",""
"C0K450","2020-05-05 21:00:00","35.000","205.000","3.000","26.300","0.810","1005.300","","0.000","-99.000","-99.000","-99.000","32.500","","25.300",""
"C0G760","2020-05-05 21:00:00","53.000","172.000","0.500","27.000","0.990","1006.200","","0.000","-99.000","-99.000","-99.000","33.200","","24.900",""
"CM0120","2020-05-05 21:00:00","4.000","207.000","4.800","27.400","0.740","1009.200","","0.000","-99.000","-99.000","-99.000","28.700","","24.800",""
"C0Z290","2020-05-05 21:00:00","946.000","132.000","0.700","21.600","0.900","906.300","","0.000","-99.000","-99.000","-99.000","28.300","","21.300",""
"C0V680","2020-05-05 21:00:00","40.000","353.000","1.400","28.200","0.790","1005.700","","0.000","-99.000","-99.000","-99.000","31.400","","25.900",""
"C0R760","2020-05-05 21:00:00","336.000","238.000","1.900","24.000","0.810","972.400","","0.000","-99.000","-99.000","-99.000","30.800","","21.200",""
"C0F9U0","2020-05-05 21:00:00","74.000","107.000","1.100","28.800","0.710","1001.400","","0.000","-99.000","-99.000","-99.000","33.200","","26.400",""
"C0AI10","2020-05-05 21:00:00","76.000","0.000","0.100","25.900","0.920","998.300","","0.000","-99.000","-99.000","-99.000","33.600","","23.700",""
"C0V530","2020-05-05 21:00:00","34.000","225.000","1.300","27.400","0.860","1006.400","","0.000","-99.000","-99.000","-99.000","31.200","","25.000",""
"C0R790","2020-05-05 21:00:00","111.000","219.000","4.500","26.900","0.700","997.200","","0.000","-99.000","-99.000","-99.000","33.300","","24.300",""
"C0R550","2020-05-05 21:00:00","38.000","327.000","1.500","27.100","0.820","1006.600","","0.000","-99.000","-99.000","-99.000","32.100","","22.800",""
"C0F9L0","2020-05-05 21:00:00","253.000","197.000","1.100","28.400","0.750","980.900","","0.000","-99.000","-99.000","-99.000","33.100","","25.300",""
"C0A950","2020-05-05 21:00:00","60.000","262.000","3.200","24.700","1.000","1000.900","","0.000","-99.000","-99.000","-99.000","27.100","","23.200",""
"C0R160","2020-05-05 21:00:00","45.000","43.000","0.300","27.600","0.990","1004.600","","0.000","-99.000","-99.000","-99.000","32.700","","23.600",""
"C0F9S0","2020-05-05 21:00:00","43.000","180.000","1.900","28.400","0.700","1004.800","","0.000","-99.000","-99.000","-99.000","33.000","","25.800",""
"C0M820","2020-05-05 21:00:00","980.000","116.000","0.300","22.100","0.780","905.600","","0.000","-99.000","-99.000","-99.000","28.700","","17.900",""
"C0G870","2020-05-05 21:00:00","12.000","185.000","2.200","26.600","0.650","1008.900","","0.000","-99.000","-99.000","-99.000","32.000","","23.700",""
"C0R530","2020-05-05 21:00:00","16.000","345.000","2.100","27.600","0.730","1008.200","","0.000","-99.000","-99.000","-99.000","28.800","","24.800",""
"C0O840","2020-05-05 21:00:00","134.000","226.000","1.700","26.700","0.750","993.600","","0.000","-99.000","-99.000","-99.000","32.100","","23.400",""
"C0A890","2020-05-05 21:00:00","40.000","0.000","0.000","25.100","0.910","1002.100","","0.000","-99.000","-99.000","-99.000","31.400","","21.900",""
"C0A660","2020-05-05 21:00:00","97.000","0.000","0.000","24.300","0.920","995.500","","0.000","-99.000","-99.000","-99.000","31.200","","22.300",""
"C0T9H0","2020-05-05 21:00:00","725.000","235.000","0.800","21.300","0.990","929.700","","0.000","-99.000","-99.000","-99.000","28.300","","20.900",""
"C0R270","2020-05-05 21:00:00","51.000","317.000","1.800","26.100","1.000","1003.400","","0.000","-99.000","-99.000","-99.000","32.400","","24.000",""
"C0O980","2020-05-05 21:00:00","18.000","0.000","0.000","25.700","0.900","1009.600","","0.000","-99.000","-99.000","-99.000","33.500","","23.400",""
"C0T9I0","2020-05-05 21:00:00","152.000","210.000","1.100","24.600","0.940","992.200","","0.000","-99.000","-99.000","-99.000","28.800","","22.000",""
"C0V760","2020-05-05 21:00:00","30.000","243.000","0.600","27.400","0.900","1007.700","","0.000","-99.000","-99.000","-99.000","31.200","","25.300",""
"C0AG90","2020-05-05 21:00:00","25.000","65.000","1.000","28.800","0.780","1004.700","","0.000","-99.000","-99.000","-99.000","33.000","","25.500",""
"C0R570","2020-05-05 21:00:00","37.000","86.000","1.300","28.900","0.660","1005.200","","0.000","-99.000","-99.000","-99.000","32.300","","24.700",""
"C0O900","2020-05-05 21:00:00","9.000","0.000","0.000","26.700","0.990","1009.500","","0.000","-99.000","-99.000","-99.000","33.400","","23.800",""
"C0AD00","2020-05-05 21:00:00","86.000","70.000","1.000","27.200","0.810","997.800","","0.000","-99.000","-99.000","-99.000","31.000","","25.300",""
"C0V700","2020-05-05 21:00:00","24.000","313.000","1.000","27.800","0.800","1007.000","","0.000","-99.000","-99.000","-99.000","30.300","","26.600",""
"C0AH00","2020-05-05 21:00:00","38.000","79.000","2.300","26.600","0.940","1002.600","","0.000","-99.000","-99.000","-99.000","32.100","","24.400",""
"C0X080","2020-05-05 21:00:00","2.000","188.000","1.200","25.900","0.900","1010.200","","0.000","-99.000","-99.000","-99.000","32.900","","23.600",""
"C0G910","2020-05-05 21:00:00","42.000","157.000","3.300","28.100","0.690","1003.800","","0.000","-99.000","-99.000","-99.000","32.700","","25.400",""
"C0I480","2020-05-05 21:00:00","2165.000","133.000","0.300","15.000","0.910","790.100","","0.000","-99.000","-99.000","-99.000","21.300","","11.000",""
"C0R710","2020-05-05 21:00:00","117.000","283.000","4.300","26.000","0.890","997.500","","0.000","-99.000","-99.000","-99.000","30.800","","23.900",""
"C0A860","2020-05-05 21:00:00","362.000","0.000","0.100","20.600","-99.000","967.100","","0.000","-99.000","-99.000","-99.000","28.800","","16.100",""
"C0U940","2020-05-05 21:00:00","25.000","8.000","1.000","25.900","0.970","1005.800","","0.000","-99.000","-99.000","-99.000","31.100","","22.700",""
"C0S970","2020-05-05 21:00:00","19.000","327.000","0.700","27.600","0.700","1005.800","","0.000","-99.000","-99.000","-99.000","35.600","","24.100",""
"C0V260","2020-05-05 21:00:00","126.000","95.000","0.300","26.700","0.760","996.500","","0.000","-99.000","-99.000","-99.000","36.900","","22.800",""
"C0H990","2020-05-05 21:00:00","3076.000","211.000","9.800","8.700","0.990","707.200","","0.000","-99.000","-99.000","-99.000","14.200","","8.200",""
"C0F9K0","2020-05-05 21:00:00","30.000","184.000","3.300","28.100","0.640","1004.100","","0.000","-99.000","-99.000","-99.000","31.400","","24.800",""
"C0AH90","2020-05-05 21:00:00","660.000","0.000","0.100","20.600","0.990","937.400","","0.000","-99.000","-99.000","-99.000","26.100","","16.400",""
"C0W150","2020-05-05 21:00:00","42.000","220.000","6.800","24.900","0.990","1003.800","","0.000","13.800","228.000","","27.700","","23.400",""
"C0F000","2020-05-05 21:00:00","273.000","167.000","0.800","25.500","0.920","975.900","","0.000","-99.000","-99.000","-99.000","31.700","","23.200",""
"C0M860","2020-05-05 21:00:00","578.000","84.000","0.300","24.400","0.800","947.400","","0.000","-99.000","-99.000","-99.000","32.500","","20.400",""
"C0K410","2020-05-05 21:00:00","20.000","188.000","3.000","26.400","0.800","1006.700","","0.000","-99.000","-99.000","-99.000","30.900","","24.800",""
"C0R140","2020-05-05 21:00:00","740.000","141.000","0.900","23.200","0.810","931.900","","0.000","-99.000","-99.000","-99.000","30.700","","20.800",""
"C0V800","2020-05-05 21:00:00","256.000","0.000","0.100","27.000","0.740","980.700","","0.000","-99.000","-99.000","-99.000","35.600","","22.200",""
"C0S830","2020-05-05 21:00:00","288.000","42.000","0.400","25.100","0.860","977.300","","0.000","-99.000","-99.000","-99.000","31.700","","23.200",""
"C0S920","2020-05-05 21:00:00","98.000","330.000","0.800","26.100","0.830","992.700","","0.000","-99.000","-99.000","-99.000","33.300","","22.300",""
"C0V640","2020-05-05 21:00:00","35.000","224.000","1.700","28.500","0.830","1006.500","","0.000","-99.000","-99.000","-99.000","30.300","","25.000",""
"C0AH80","2020-05-05 21:00:00","68.000","70.000","1.200","25.600","0.910","998.700","","0.000","-99.000","-99.000","-99.000","33.000","","23.200",""
"C0K250","2020-05-05 21:00:00","12.000","204.000","2.900","25.700","0.880","1008.400","","0.000","-99.000","-99.000","-99.000","32.900","","22.600",""
"C0R840","2020-05-05 21:00:00","536.000","281.000","8.400","23.700","0.830","949.700","","0.000","16.400","267.000","","29.200","","21.800",""
"C0I410","2020-05-05 21:00:00","180.000","192.000","1.400","26.900","0.770","989.400","","0.000","-99.000","-99.000","-99.000","33.500","","22.700",""
"C0M410","2020-05-05 21:00:00","245.000","339.000","1.700","25.600","0.760","979.600","","0.000","-99.000","-99.000","-99.000","35.000","","20.900",""
"C0F9Z0","2020-05-05 21:00:00","3193.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0G810","2020-05-05 21:00:00","26.000","134.000","1.300","28.000","0.730","1006.700","","0.000","-99.000","-99.000","-99.000","34.100","","26.500",""
"C0U650","2020-05-05 21:00:00","442.000","179.000","0.300","23.500","0.940","959.000","","0.000","-99.000","-99.000","-99.000","28.400","","21.200",""
"C0D660","2020-05-05 21:00:00","65.000","237.000","4.600","30.100","0.630","998.700","","0.000","11.700","249.000","","31.100","","24.700",""
"C0E540","2020-05-05 21:00:00","32.000","222.000","2.600","28.600","0.720","1004.200","","0.000","-99.000","-99.000","-99.000","33.200","","23.600",""
"C0W170","2020-05-05 21:00:00","42.000","219.000","2.600","21.900","0.930","1001.100","","4.000","8.900","209.000","","23.200","","21.300",""
"C0Z150","2020-05-05 21:00:00","27.000","252.000","1.300","26.000","0.850","1005.600","","0.000","-99.000","-99.000","-99.000","29.100","","22.400",""
"C0S840","2020-05-05 21:00:00","22.000","221.000","1.000","28.900","0.570","1007.400","","0.000","-99.000","-99.000","-99.000","34.300","","22.300",""
"C0H9A0","2020-05-05 21:00:00","1595.000","186.000","1.700","20.600","0.610","846.700","","0.000","-99.000","-99.000","-99.000","27.100","","14.000",""
"C0Z300","2020-05-05 21:00:00","182.000","107.000","0.700","26.000","0.990","989.200","","0.000","-99.000","-99.000","-99.000","33.800","","20.200",""
"C0G730","2020-05-05 21:00:00","27.000","195.000","2.500","26.500","0.920","1007.200","","0.000","-99.000","-99.000","-99.000","31.700","","24.900",""
"C0V730","2020-05-05 21:00:00","33.000","305.000","1.100","28.400","0.740","1007.200","","0.000","-99.000","-99.000","-99.000","32.000","","25.500",""
"C0SA00","2020-05-05 21:00:00","466.000","0.000","0.000","24.700","0.800","956.900","","0.000","-99.000","-99.000","-99.000","32.000","","20.400",""
"C0S900","2020-05-05 21:00:00","27.000","257.000","3.700","28.100","0.820","1008.000","","0.000","10.000","250.000","","29.700","","25.500",""
"C0C480","2020-05-05 21:00:00","105.000","119.000","1.000","28.200","0.750","994.800","","0.000","-99.000","-99.000","-99.000","33.200","","25.700",""
"C0V720","2020-05-05 21:00:00","15.000","285.000","1.100","28.300","0.810","1008.800","","0.000","-99.000","-99.000","-99.000","30.700","","26.100",""
"C0UA60","2020-05-05 21:00:00","566.000","178.000","0.300","22.000","0.990","945.200","","0.000","-99.000","-99.000","-99.000","28.100","","19.900",""
"C0A980","2020-05-05 21:00:00","11.000","1.000","0.600","27.400","0.800","1006.300","","0.000","-99.000","-99.000","-99.000","32.400","","25.200",""
"C0C670","2020-05-05 21:00:00","250.000","127.000","0.700","26.700","0.810","979.100","","0.000","-99.000","-99.000","-99.000","31.500","","23.000",""
"C0K550","2020-05-05 21:00:00","15.000","168.000","0.500","26.200","0.830","1008.600","","0.000","-99.000","-99.000","-99.000","31.100","","24.200",""
"C0R350","2020-05-05 21:00:00","35.000","293.000","3.300","26.700","0.880","1006.500","","0.000","-99.000","-99.000","-99.000","31.700","","22.100",""
"C0T9F0","2020-05-05 21:00:00","251.000","0.000","0.100","24.100","0.970","980.100","","0.000","-99.000","-99.000","-99.000","31.000","","22.100",""
"C0D390","2020-05-05 21:00:00","146.000","0.000","0.000","26.200","0.880","988.300","","0.000","-99.000","-99.000","-99.000","33.300","","22.500",""
"C0E430","2020-05-05 21:00:00","258.000","196.000","1.400","30.900","0.440","980.700","","0.000","6.600","182.000","","34.100","","21.100",""
"C0O990","2020-05-05 21:00:00","18.000","0.000","0.000","26.600","0.990","1008.200","","0.000","-99.000","-99.000","-99.000","32.400","","23.300",""
"CM0010","2020-05-05 21:00:00","68.000","-99.000","-99.000","26.600","0.760","999.900","","0.000","-99.000","-99.000","-99.000","33.000","","24.600",""
"C0K500","2020-05-05 21:00:00","12.000","203.000","2.600","26.500","0.850","1007.400","","0.000","-99.000","-99.000","-99.000","31.300","","24.900",""
"C0X260","2020-05-05 21:00:00","39.000","215.000","1.600","26.900","0.800","1006.500","","0.000","-99.000","-99.000","-99.000","32.800","","24.500",""
"C0ACA0","2020-05-05 21:00:00","25.000","63.000","1.000","28.000","0.780","1003.000","","0.000","-99.000","-99.000","-99.000","31.600","","25.800",""
"C0X180","2020-05-05 21:00:00","62.000","192.000","0.700","27.100","0.820","1002.300","","0.000","-99.000","-99.000","-99.000","32.800","","23.900",""
"C0F930","2020-05-05 21:00:00","100.000","192.000","1.400","28.200","0.760","997.600","","0.000","-99.000","-99.000","-99.000","34.100","","25.000",""
"C0I010","2020-05-05 21:00:00","1562.000","120.000","0.600","19.800","0.800","848.900","","0.000","-99.000","-99.000","-99.000","26.800","","16.200",""
"C0R190","2020-05-05 21:00:00","32.000","24.000","0.600","27.800","0.840","1006.100","","0.000","-99.000","-99.000","-99.000","33.100","","23.100",""
"C0E420","2020-05-05 21:00:00","19.000","239.000","1.700","29.800","0.620","1002.500","","0.000","6.800","159.000","","30.500","","24.000",""
"C0I460","2020-05-05 21:00:00","110.000","199.000","2.100","28.300","0.720","997.700","","0.000","-99.000","-99.000","-99.000","33.500","","24.600",""
"C0A9F0","2020-05-05 21:00:00","35.000","105.000","1.400","27.000","0.820","1003.300","","0.000","-99.000","-99.000","-99.000","33.900","","25.700",""
"C0F9A0","2020-05-05 21:00:00","425.000","317.000","0.600","25.200","0.880","962.800","","0.000","-99.000","-99.000","-99.000","33.300","","22.500",""
"C0O950","2020-05-05 21:00:00","4.000","0.000","0.000","27.200","1.000","1009.300","","0.000","-99.000","-99.000","-99.000","31.500","","25.300",""
"C0M760","2020-05-05 21:00:00","40.000","209.000","1.200","27.000","0.760","1005.700","","0.000","-99.000","-99.000","-99.000","33.700","","25.700",""
"C0AH70","2020-05-05 21:00:00","34.000","76.000","2.100","27.600","0.700","1003.700","","0.000","-99.000","-99.000","-99.000","34.000","","26.000",""
"C0V250","2020-05-05 21:00:00","298.000","78.000","0.900","25.600","0.760","977.000","","0.000","-99.000","-99.000","-99.000","37.600","","21.200",""
"C0U980","2020-05-05 21:00:00","573.000","56.000","0.600","22.200","0.980","945.600","","0.000","-99.000","-99.000","-99.000","27.700","","19.100",""
"C0S740","2020-05-05 21:00:00","289.000","44.000","1.700","25.300","0.860","976.800","","0.000","-99.000","-99.000","-99.000","32.200","","19.600",""
"C0A940","2020-05-05 21:00:00","49.000","0.000","0.100","24.800","0.980","1002.400","","0.000","-99.000","-99.000","-99.000","29.900","","23.000",""
"C0A920","2020-05-05 21:00:00","196.000","130.000","0.400","24.400","0.920","985.000","","0.000","-99.000","-99.000","-99.000","30.000","","23.400",""
"C0T870","2020-05-05 21:00:00","135.000","0.000","0.000","21.700","0.990","992.900","","0.000","-99.000","-99.000","-99.000","30.000","","18.800",""
"C0O930","2020-05-05 21:00:00","69.000","50.000","0.700","26.600","0.850","1002.300","","0.000","-99.000","-99.000","-99.000","37.300","","23.000",""
"C0AI40","2020-05-05 21:00:00","37.000","142.000","0.900","28.500","0.740","1003.100","","0.000","-99.000","-99.000","-99.000","32.700","","26.700",""
"C0C460","2020-05-05 21:00:00","482.000","0.000","0.000","24.500","0.900","954.300","","0.000","-99.000","-99.000","-99.000","30.500","","20.600",""
"C0E520","2020-05-05 21:00:00","320.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0T9D0","2020-05-05 21:00:00","7.000","0.000","0.100","25.000","0.910","1008.000","","0.000","-99.000","-99.000","-99.000","31.400","","21.500",""
"C0I390","2020-05-05 21:00:00","1184.000","66.000","0.300","22.300","0.870","885.800","","0.000","-99.000","-99.000","-99.000","27.500","","14.800",""
"C0B020","2020-05-05 21:00:00","86.000","325.000","2.000","24.400","0.950","996.200","","-99.000","-99.000","-99.000","-99.000","30.400","","23.500",""
"CM0170","2020-05-05 21:00:00","106.000","222.000","0.500","26.000","0.850","999.100","","0.000","-99.000","-99.000","-99.000","32.100","","22.400",""
"C0F860","2020-05-05 21:00:00","2215.000","212.000","2.900","15.200","1.000","782.300","","0.000","-99.000","-99.000","-99.000","21.700","","12.200",""
"C0U890","2020-05-05 21:00:00","116.000","0.000","0.000","26.300","0.990","995.600","","0.000","-99.000","-99.000","-99.000","29.000","","22.200",""
"C0G800","2020-05-05 21:00:00","15.000","203.000","4.100","26.400","0.960","1007.400","","0.000","-99.000","-99.000","-99.000","31.400","","24.800",""
"C0F850","2020-05-05 21:00:00","379.000","233.000","1.400","27.300","0.740","966.500","","0.000","-99.000","-99.000","-99.000","32.600","","21.500",""
"C0AH50","2020-05-05 21:00:00","275.000","105.000","1.000","26.000","0.980","976.200","","0.000","-99.000","-99.000","-99.000","30.100","","24.200",""
"C0Z160","2020-05-05 21:00:00","124.000","0.000","0.100","25.600","0.850","997.300","","0.000","-99.000","-99.000","-99.000","31.400","","20.900",""
"C0R540","2020-05-05 21:00:00","17.000","334.000","1.400","27.700","0.820","1008.000","","0.000","-99.000","-99.000","-99.000","30.300","","24.700",""
"C0K480","2020-05-05 21:00:00","56.000","198.000","2.100","26.900","0.970","1003.300","","0.000","-99.000","-99.000","-99.000","32.400","","25.400",""
"C0H890","2020-05-05 21:00:00","440.000","0.000","0.000","26.000","0.840","960.600","","0.000","-99.000","-99.000","-99.000","32.800","","21.700",""
"C0S770","2020-05-05 21:00:00","375.000","283.000","0.500","23.000","0.860","966.400","","0.000","-99.000","-99.000","-99.000","33.200","","20.500",""
"C0X230","2020-05-05 21:00:00","29.000","188.000","1.600","26.900","0.820","1008.600","","0.000","-99.000","-99.000","-99.000","31.600","","24.400",""
"C0B010","2020-05-05 21:00:00","38.000","113.000","1.500","25.700","0.930","1000.600","","0.000","-99.000","-99.000","-99.000","30.600","","24.000",""
"C0R490","2020-05-05 21:00:00","49.000","257.000","1.900","28.200","0.670","1004.300","","0.000","-99.000","-99.000","-99.000","34.000","","25.000",""
"C0V440","2020-05-05 21:00:00","27.000","316.000","1.200","28.000","0.720","1006.900","","0.000","-99.000","-99.000","-99.000","33.400","","25.400",""
"C0SA40","2020-05-05 21:00:00","200.000","315.000","1.100","26.700","0.790","986.100","","0.000","-99.000","-99.000","-99.000","32.500","","20.400",""
"C0Z280","2020-05-05 21:00:00","224.000","0.000","0.200","24.800","0.990","984.400","","0.000","-99.000","-99.000","-99.000","32.600","","20.600",""
"C0Z070","2020-05-05 21:00:00","247.000","340.000","1.900","25.000","0.940","980.300","","0.000","-99.000","-99.000","-99.000","33.700","","21.000",""
"CM0180","2020-05-05 21:00:00","313.000","0.000","0.000","26.000","0.730","976.500","","0.000","-99.000","-99.000","-99.000","34.200","","21.100",""
"C0T9N0","2020-05-05 21:00:00","261.000","53.000","0.800","25.700","0.840","979.200","","0.000","-99.000","-99.000","-99.000","32.600","","20.000",""
"C0R800","2020-05-05 21:00:00","131.000","242.000","2.700","26.500","0.840","994.800","","0.000","10.600","278.000","","31.800","","22.300",""
"C0K470","2020-05-05 21:00:00","97.000","184.000","2.200","27.100","0.890","998.800","","0.000","-99.000","-99.000","-99.000","33.400","","22.900",""
"C0R720","2020-05-05 21:00:00","214.000","252.000","3.600","26.300","0.770","985.600","","0.000","-99.000","-99.000","-99.000","32.700","","23.800",""
"C0V650","2020-05-05 21:00:00","28.000","274.000","1.700","27.300","0.880","1009.200","","0.000","-99.000","-99.000","-99.000","28.900","","25.200",""
"C0R830","2020-05-05 21:00:00","383.000","294.000","1.200","24.500","0.740","966.100","","0.000","6.900","224.000","","30.200","","21.500",""
"C0H9C0","2020-05-05 21:00:00","3402.000","309.000","1.700","7.800","0.970","678.500","","0.500","-99.000","-99.000","-99.000","12.800","","7.000",""
"C0U780","2020-05-05 21:00:00","15.000","357.000","0.700","26.200","0.990","1006.200","","0.000","-99.000","-99.000","-99.000","31.200","","24.000",""
"C0U760","2020-05-05 21:00:00","22.000","0.000","0.000","24.300","0.990","1006.400","","0.000","-99.000","-99.000","-99.000","31.100","","21.000",""
"C0X290","2020-05-05 21:00:00","10.000","198.000","2.100","27.500","0.780","1009.200","","0.000","-99.000","-99.000","-99.000","29.800","","25.400",""
"C0E830","2020-05-05 21:00:00","37.000","195.000","3.900","28.200","0.700","1004.200","","0.000","-99.000","-99.000","-99.000","31.300","","25.000",""
"C0K330","2020-05-05 21:00:00","38.000","209.000","1.300","26.700","0.880","1005.200","","0.000","-99.000","-99.000","-99.000","32.600","","25.500",""
"C0M660","2020-05-05 21:00:00","40.000","196.000","3.100","26.000","0.850","1006.000","","0.000","-99.000","-99.000","-99.000","31.400","","25.100",""
"C0D580","2020-05-05 21:00:00","120.000","0.000","0.000","29.100","0.670","992.700","","0.000","-99.000","-99.000","-99.000","31.800","","21.700",""
"C0R640","2020-05-05 21:00:00","21.000","303.000","4.500","27.700","0.870","1008.000","","0.000","-99.000","-99.000","-99.000","29.800","","25.600",""
"C0E810","2020-05-05 21:00:00","53.000","204.000","1.800","27.400","0.790","1002.200","","0.000","-99.000","-99.000","-99.000","32.200","","23.100",""
"C0G830","2020-05-05 21:00:00","27.000","183.000","3.000","27.300","1.000","1005.900","","0.000","-99.000","-99.000","-99.000","32.500","","26.000",""
"C0A550","2020-05-05 21:00:00","422.000","0.000","0.000","21.800","1.000","961.500","","0.000","-99.000","-99.000","-99.000","28.900","","17.700",""
"C0G750","2020-05-05 21:00:00","31.000","191.000","2.000","26.300","0.830","1007.100","","-99.000","-99.000","-99.000","-99.000","32.300","","24.800",""
"C0Z270","2020-05-05 21:00:00","343.000","189.000","1.000","24.100","0.980","970.500","","0.000","-99.000","-99.000","-99.000","27.000","","22.400",""
"C0UA30","2020-05-05 21:00:00","1397.000","216.000","0.600","22.100","0.670","858.700","","0.000","-99.000","-99.000","-99.000","24.400","","18.300",""
"C0I080","2020-05-05 21:00:00","536.000","0.000","0.000","24.300","0.840","953.800","","0.000","-99.000","-99.000","-99.000","34.600","","19.900",""
"C0UA00","2020-05-05 21:00:00","392.000","0.000","0.200","24.200","0.910","965.200","","0.000","-99.000","-99.000","-99.000","33.500","","19.500",""
"C0AD40","2020-05-05 21:00:00","32.000","92.000","1.200","27.700","0.790","1003.100","","0.000","-99.000","-99.000","-99.000","33.300","","24.400",""
"C0G900","2020-05-05 21:00:00","20.000","208.000","2.300","27.700","0.820","1006.400","","0.000","-99.000","-99.000","-99.000","31.000","","25.700",""
"C0S660","2020-05-05 21:00:00","794.000","210.000","1.000","25.100","0.650","923.300","","0.000","-99.000","-99.000","-99.000","29.500","","18.400",""
